Namespace(graph=True, log=True, mnh=True, steps=10000)
Hidden layer number of features: 512
This fold's validation data contains examples from following classes: [ 3.  7.  3.  7.  5.  3.  3.  7.  4.  8.  4.  2.  6.  2.  8.]
Training: Step 1, Minibatch Loss= 4.7522, Training Accuracy= 26.000
Validation: Step 5750, Minibatch Loss= 0.4359, Training Accuracy= 80.000
Training: Step 5800, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 5800, Minibatch Loss= 0.4393, Training Accuracy= 80.000
Training: Step 5850, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 5850, Minibatch Loss= 0.4369, Training Accuracy= 80.000
Training: Step 5900, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 5900, Minibatch Loss= 0.4380, Training Accuracy= 80.000
Training: Step 5950, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 5950, Minibatch Loss= 0.4366, Training Accuracy= 80.000
Training: Step 6000, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 6000, Minibatch Loss= 0.4350, Training Accuracy= 80.000
Training: Step 6050, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 6050, Minibatch Loss= 0.4325, Training Accuracy= 80.000
Training: Step 6100, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 6100, Minibatch Loss= 0.4320, Training Accuracy= 80.000
Training: Step 6150, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 6150, Minibatch Loss= 0.4322, Training Accuracy= 80.000
Training: Step 6200, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 6200, Minibatch Loss= 0.4321, Training Accuracy= 80.000
Training: Step 6250, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 6250, Minibatch Loss= 0.4339, Training Accuracy= 80.000
Training: Step 6300, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 6300, Minibatch Loss= 0.4358, Training Accuracy= 80.000
Training: Step 6350, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 6350, Minibatch Loss= 0.4345, Training Accuracy= 80.000
Training: Step 6400, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 6400, Minibatch Loss= 0.4335, Training Accuracy= 80.000
Training: Step 6450, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 6450, Minibatch Loss= 0.4344, Training Accuracy= 80.000
Training: Step 6500, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 6500, Minibatch Loss= 0.4343, Training Accuracy= 80.000
Training: Step 6550, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 6550, Minibatch Loss= 0.4312, Training Accuracy= 80.000
Training: Step 6600, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 6600, Minibatch Loss= 0.4330, Training Accuracy= 80.000
Training: Step 6650, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 6650, Minibatch Loss= 0.4300, Training Accuracy= 80.000
Training: Step 6700, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 6700, Minibatch Loss= 0.4302, Training Accuracy= 80.000
Training: Step 6750, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 6750, Minibatch Loss= 0.4315, Training Accuracy= 80.000
Training: Step 6800, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 6800, Minibatch Loss= 0.4300, Training Accuracy= 80.000
Training: Step 6850, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 6850, Minibatch Loss= 0.4295, Training Accuracy= 80.000
Training: Step 6900, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 6900, Minibatch Loss= 0.4267, Training Accuracy= 80.000
Training: Step 6950, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 6950, Minibatch Loss= 0.4261, Training Accuracy= 80.000
Training: Step 7000, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 7000, Minibatch Loss= 0.4248, Training Accuracy= 80.000
Training: Step 7050, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 7050, Minibatch Loss= 0.4288, Training Accuracy= 80.000
Training: Step 7100, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 7100, Minibatch Loss= 0.4301, Training Accuracy= 80.000
Training: Step 7150, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 7150, Minibatch Loss= 0.4272, Training Accuracy= 80.000
Training: Step 7200, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 7200, Minibatch Loss= 0.4256, Training Accuracy= 80.000
Training: Step 7250, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 7250, Minibatch Loss= 0.4263, Training Accuracy= 86.667
Training: Step 7300, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 7300, Minibatch Loss= 0.4255, Training Accuracy= 86.667
Training: Step 7350, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 7350, Minibatch Loss= 0.4246, Training Accuracy= 86.667
Training: Step 7400, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 7400, Minibatch Loss= 0.4252, Training Accuracy= 80.000
Training: Step 7450, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 7450, Minibatch Loss= 0.4227, Training Accuracy= 86.667
Training: Step 7500, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 7500, Minibatch Loss= 0.4228, Training Accuracy= 86.667
Training: Step 7550, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 7550, Minibatch Loss= 0.4230, Training Accuracy= 86.667
Training: Step 7600, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 7600, Minibatch Loss= 0.4206, Training Accuracy= 86.667
Training: Step 7650, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 7650, Minibatch Loss= 0.4217, Training Accuracy= 86.667
Training: Step 7700, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 7700, Minibatch Loss= 0.4192, Training Accuracy= 86.667
Training: Step 7750, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 7750, Minibatch Loss= 0.4151, Training Accuracy= 86.667
Training: Step 7800, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 7800, Minibatch Loss= 0.4182, Training Accuracy= 86.667
Training: Step 7850, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 7850, Minibatch Loss= 0.4196, Training Accuracy= 86.667
Training: Step 7900, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 7900, Minibatch Loss= 0.4189, Training Accuracy= 86.667
Training: Step 7950, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 7950, Minibatch Loss= 0.4163, Training Accuracy= 86.667
Training: Step 8000, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 8000, Minibatch Loss= 0.4139, Training Accuracy= 86.667
Training: Step 8050, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 8050, Minibatch Loss= 0.4126, Training Accuracy= 86.667
Training: Step 8100, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 8100, Minibatch Loss= 0.4137, Training Accuracy= 86.667
Training: Step 8150, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 8150, Minibatch Loss= 0.4132, Training Accuracy= 86.667
Training: Step 8200, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 8200, Minibatch Loss= 0.4153, Training Accuracy= 86.667
Training: Step 8250, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 8250, Minibatch Loss= 0.4147, Training Accuracy= 86.667
Training: Step 8300, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 8300, Minibatch Loss= 0.4120, Training Accuracy= 86.667
Training: Step 8350, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 8350, Minibatch Loss= 0.4096, Training Accuracy= 86.667
Training: Step 8400, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 8400, Minibatch Loss= 0.4112, Training Accuracy= 86.667
Training: Step 8450, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 8450, Minibatch Loss= 0.4113, Training Accuracy= 86.667
Training: Step 8500, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 8500, Minibatch Loss= 0.4108, Training Accuracy= 86.667
Training: Step 8550, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 8550, Minibatch Loss= 0.4116, Training Accuracy= 86.667
Training: Step 8600, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 8600, Minibatch Loss= 0.4105, Training Accuracy= 86.667
Training: Step 8650, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 8650, Minibatch Loss= 0.4099, Training Accuracy= 86.667
Training: Step 8700, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 8700, Minibatch Loss= 0.4114, Training Accuracy= 86.667
Training: Step 8750, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 8750, Minibatch Loss= 0.4116, Training Accuracy= 86.667
Training: Step 8800, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 8800, Minibatch Loss= 0.4099, Training Accuracy= 86.667
Training: Step 8850, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 8850, Minibatch Loss= 0.4070, Training Accuracy= 86.667
Training: Step 8900, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 8900, Minibatch Loss= 0.4082, Training Accuracy= 86.667
Training: Step 8950, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 8950, Minibatch Loss= 0.4067, Training Accuracy= 86.667
Training: Step 9000, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 9000, Minibatch Loss= 0.4047, Training Accuracy= 86.667
Training: Step 9050, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 9050, Minibatch Loss= 0.4058, Training Accuracy= 86.667
Training: Step 9100, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 9100, Minibatch Loss= 0.4060, Training Accuracy= 86.667
Training: Step 9150, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 9150, Minibatch Loss= 0.4067, Training Accuracy= 86.667
Training: Step 9200, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 9200, Minibatch Loss= 0.4057, Training Accuracy= 86.667
Training: Step 9250, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 9250, Minibatch Loss= 0.4063, Training Accuracy= 86.667
Training: Step 9300, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 9300, Minibatch Loss= 0.4060, Training Accuracy= 86.667
Training: Step 9350, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 9350, Minibatch Loss= 0.4084, Training Accuracy= 86.667
Training: Step 9400, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 9400, Minibatch Loss= 0.4097, Training Accuracy= 86.667
Training: Step 9450, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 9450, Minibatch Loss= 0.4112, Training Accuracy= 86.667
Training: Step 9500, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 9500, Minibatch Loss= 0.4118, Training Accuracy= 86.667
Training: Step 9550, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 9550, Minibatch Loss= 0.4142, Training Accuracy= 86.667
Training: Step 9600, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 9600, Minibatch Loss= 0.4182, Training Accuracy= 86.667
Training: Step 9650, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 9650, Minibatch Loss= 0.4204, Training Accuracy= 86.667
Training: Step 9700, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 9700, Minibatch Loss= 0.4166, Training Accuracy= 86.667
Training: Step 9750, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 9750, Minibatch Loss= 0.4134, Training Accuracy= 86.667
Training: Step 9800, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 9800, Minibatch Loss= 0.4134, Training Accuracy= 86.667
Training: Step 9850, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 9850, Minibatch Loss= 0.4152, Training Accuracy= 86.667
Training: Step 9900, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 9900, Minibatch Loss= 0.4120, Training Accuracy= 86.667
Training: Step 9950, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 9950, Minibatch Loss= 0.4089, Training Accuracy= 86.667
Training: Step 10000, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 10000, Minibatch Loss= 0.4084, Training Accuracy= 86.667
Optimization Finished!
150 hidden features performed best on average
